symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,fuel-type-diesel,fuel-type-gas,Car Size,make_alfa-romero,make_audi,make_bmw,make_cadillac,make_chevrolet,make_chrysler,make_dodge,make_ford,make_gmc,make_honda,make_isuzu,make_jaguar,make_kia,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,aspiration_std,aspiration_turbo,num-of-doors_four,num-of-doors_two,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,num-of-cylinders_eight,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_three,num-of-cylinders_twelve,num-of-cylinders_two,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,horsepower-binned_high,horsepower-binned_low,horsepower-binned_medium
0,192,101.2,0.849591542527631,0.9,0.908026755852843,2395,108,3.5,2.8,8.8,101.0,5800.0,23,29,16925,10.2173913043478,8.72413793103448,0,1,0.69430666694524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,188,101.2,0.849591542527631,0.9,0.908026755852843,2710,164,3.31,3.19,9.0,121.0,4250.0,21,28,20970,11.1904761904762,9.03571428571429,0,1,0.69430666694524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,188,101.2,0.849591542527631,0.9,0.908026755852843,2765,164,3.31,3.19,9.0,121.0,4250.0,21,28,21105,11.1904761904762,9.03571428571429,0,1,0.69430666694524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,121,103.5,0.90821720326766,0.929166666666667,0.931438127090301,3055,164,3.31,3.19,9.0,121.0,4250.0,20,25,24565,11.75,10.12,0,1,0.786026804870954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,121,103.5,0.90821720326766,0.929166666666667,0.931438127090301,3230,209,3.62,3.39,8.0,182.0,5400.0,16,22,30760,14.6875,11.5,0,1,0.786026804870954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,121,103.5,0.931283037001442,0.943055555555556,0.897993311036789,3380,209,3.62,3.39,8.0,182.0,5400.0,16,22,41315,14.6875,11.5,0,1,0.788664099778374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,121,110.0,0.94666025949063,0.984722222222222,0.941471571906355,3505,209,3.62,3.39,8.0,182.0,5400.0,15,20,36880,15.6666666666667,12.65,0,1,0.877637346246972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,121,88.4,0.678039404132629,0.8375,0.889632107023411,1488,61,2.91,3.03,9.5,48.0,5100.0,47,53,5151,5.0,4.77358490566038,0,1,0.505184709885105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,98,94.5,0.749159058145123,0.883333333333333,0.869565217391304,1874,90,3.03,3.11,9.6,70.0,5400.0,38,43,6295,6.18421052631579,5.88372093023256,0,1,0.575441015676688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,81,94.5,0.763094666025949,0.883333333333333,0.869565217391304,1909,90,3.03,3.11,9.6,70.0,5400.0,38,43,6575,6.18421052631579,5.88372093023256,0,1,0.586145178251816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,118,93.7,0.755886592984142,0.886111111111111,0.849498327759197,1876,90,2.97,3.23,9.41,68.0,5500.0,37,41,5572,6.35135135135135,6.17073170731707,0,1,0.568993562645235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,118,93.7,0.755886592984142,0.886111111111111,0.849498327759197,1876,90,2.97,3.23,9.4,68.0,5500.0,31,38,6377,7.58064516129032,6.65789473684211,0,1,0.568993562645235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,118,93.7,0.755886592984142,0.886111111111111,0.849498327759197,2128,98,3.03,3.39,7.6,102.0,5500.0,24,30,7957,9.79166666666667,8.43333333333333,0,1,0.568993562645235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,148,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1967,90,2.97,3.23,9.4,68.0,5500.0,31,38,6229,7.58064516129032,6.65789473684211,0,1,0.566753430508837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,148,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1989,90,2.97,3.23,9.4,68.0,5500.0,31,38,6692,7.58064516129032,6.65789473684211,0,1,0.566753430508837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,148,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1989,90,2.97,3.23,9.4,68.0,5500.0,31,38,7609,7.58064516129032,6.65789473684211,0,1,0.566753430508837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,148,93.7,0.755886592984142,0.886111111111111,0.846153846153846,2191,98,3.03,3.39,7.6,102.0,5500.0,24,30,8558,9.79166666666667,8.43333333333333,0,1,0.566753430508837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1,110,103.3,0.839019702066314,0.897222222222222,1.0,2535,122,3.34,3.46,8.5,88.0,5000.0,24,30,8921,9.79166666666667,8.43333333333333,0,1,0.752787121576165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,145,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2811,156,3.6,3.9,7.0,145.0,5000.0,19,24,12964,12.3684210526316,10.5416666666667,0,1,0.64336787636936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,137,86.6,0.694858241230178,0.8875,0.849498327759197,1713,92,2.91,3.41,9.6,58.0,4800.0,49,54,6479,4.79591836734694,4.68518518518519,0,1,0.523874311134825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,137,86.6,0.694858241230178,0.8875,0.849498327759197,1819,92,2.91,3.41,9.2,76.0,6000.0,31,38,6855,7.58064516129032,6.65789473684211,0,1,0.523874311134825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,101,93.7,0.720807304180682,0.888888888888889,0.879598662207358,1837,79,2.91,3.07,10.1,60.0,5500.0,38,42,5399,6.18421052631579,6.02380952380952,0,1,0.56357434708144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,101,93.7,0.720807304180682,0.888888888888889,0.879598662207358,1940,92,2.91,3.41,9.2,76.0,6000.0,30,34,6529,7.83333333333333,7.44117647058824,0,1,0.56357434708144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,101,93.7,0.720807304180682,0.888888888888889,0.879598662207358,1956,92,2.91,3.41,9.2,76.0,6000.0,30,34,7129,7.83333333333333,7.44117647058824,0,1,0.56357434708144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,110,96.5,0.785199423354157,0.888888888888889,0.911371237458194,2010,92,2.91,3.41,9.2,76.0,6000.0,30,34,7295,7.83333333333333,7.44117647058824,0,1,0.636096151212212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,78,96.5,0.754925516578568,0.8875,0.974916387959866,2024,92,2.92,3.41,9.2,76.0,6000.0,30,34,7295,7.83333333333333,7.44117647058824,0,1,0.653190466298843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,106,96.5,0.804901489668429,0.905555555555556,0.891304347826087,2236,110,3.15,3.58,9.0,86.0,5800.0,27,33,7895,8.7037037037037,7.66666666666667,0,1,0.649656600900255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,106,96.5,0.804901489668429,0.905555555555556,0.891304347826087,2289,110,3.15,3.58,9.0,86.0,5800.0,27,33,9095,8.7037037037037,7.66666666666667,0,1,0.649656600900255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,85,96.5,0.842864007688611,0.905555555555556,0.904682274247492,2304,110,3.15,3.58,9.0,86.0,5800.0,27,33,8845,8.7037037037037,7.66666666666667,0,1,0.690507959773363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,85,96.5,0.842864007688611,0.868055555555556,0.904682274247492,2372,110,3.15,3.58,9.0,86.0,5800.0,27,33,10295,8.7037037037037,7.66666666666667,0,1,0.661913304997472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,85,96.5,0.842864007688611,0.905555555555556,0.904682274247492,2465,110,3.15,3.58,9.0,101.0,5800.0,24,28,12945,9.79166666666667,9.03571428571429,0,1,0.690507959773363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,107,96.5,0.812590100913022,0.916666666666667,0.852842809364548,2293,110,3.15,3.58,9.1,100.0,5500.0,25,31,10345,9.4,8.16129032258065,0,1,0.63526065581411,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,121,94.3,0.820278712157617,0.858333333333333,0.894648829431438,2337,111,3.31,3.23,8.5,78.0,4800.0,24,29,6785,9.79166666666667,8.72413793103448,0,1,0.629897692773766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,121,96.0,0.829408938010572,0.905555555555556,0.859531772575251,2734,119,3.43,3.23,9.2,90.0,5000.0,24,29,11048,9.79166666666667,8.72413793103448,0,1,0.645573575291729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,145,113.0,0.959154252763095,0.966666666666666,0.882943143812709,4066,258,3.63,4.17,8.1,176.0,4750.0,15,19,32250,15.6666666666667,13.3157894736842,0,1,0.818649382291444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,121,113.0,0.959154252763095,0.966666666666666,0.882943143812709,4066,258,3.63,4.17,8.1,176.0,4750.0,15,19,35550,15.6666666666667,13.3157894736842,0,1,0.818649382291444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,121,102.0,0.921191734742912,0.980555555555556,0.79933110367893,3950,326,3.54,2.76,11.5,262.0,5000.0,13,17,36000,18.0769230769231,14.8823529411765,0,1,0.722019538136894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,104,93.1,0.76453628063431,0.891666666666667,0.904682274247492,1890,91,3.03,3.15,9.0,68.0,5000.0,30,31,5195,7.83333333333333,8.16129032258065,0,1,0.616732325488828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,104,93.1,0.76453628063431,0.891666666666667,0.904682274247492,1900,91,3.03,3.15,9.0,68.0,5000.0,31,38,6095,7.58064516129032,6.65789473684211,0,1,0.616732325488828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,104,93.1,0.76453628063431,0.891666666666667,0.904682274247492,1905,91,3.03,3.15,9.0,68.0,5000.0,31,38,6795,7.58064516129032,6.65789473684211,0,1,0.616732325488828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,113,93.1,0.801537722248919,0.891666666666667,0.904682274247492,1945,91,3.03,3.15,9.0,68.0,5000.0,31,38,6695,7.58064516129032,6.65789473684211,0,1,0.646580464434548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,113,93.1,0.801537722248919,0.891666666666667,0.904682274247492,1950,91,3.08,3.15,9.0,68.0,5000.0,31,38,7395,7.58064516129032,6.65789473684211,0,1,0.646580464434548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,150,95.3,0.812109562710235,0.9125,0.82943143812709,2380,70,3.3135294117647,3.25615384615384,9.4,101.0,6000.0,17,23,10945,13.8235294117647,11.0,0,1,0.614650147295406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,150,95.3,0.812109562710235,0.9125,0.82943143812709,2380,70,3.3135294117647,3.25615384615384,9.4,101.0,6000.0,17,23,11845,13.8235294117647,11.0,0,1,0.614650147295406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,150,95.3,0.812109562710235,0.9125,0.82943143812709,2385,70,3.3135294117647,3.25615384615384,9.4,101.0,6000.0,17,23,13645,13.8235294117647,11.0,0,1,0.614650147295406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,150,95.3,0.812109562710235,0.9125,0.82943143812709,2500,80,3.3135294117647,3.25615384615384,9.4,135.0,6000.0,16,23,15645,14.6875,11.0,0,1,0.614650147295406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,129,98.8,0.854396924555502,0.923611111111111,0.897993311036789,2385,122,3.39,3.39,8.6,84.0,4800.0,26,32,8845,9.03846153846154,7.90625,0,1,0.708633904086289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
